,speaker,line
15338,Michael," Pamela Morgan Beesly, you need to apologize to your mother right now."
15339,Angela,"I'm sorry, I was told I had the floor."
15340,Oscar,"Hold on, hold on, what's going on?"
15341,Jim,Nothing... nothing at all... it's all good!
15342,Pam,I'm not apologizing to anyone. Michael owes me an apology.
15343,Michael,For trying to find happiness in the arms of a lover?
15344,Pam,Don't call my mother your lover.
15345,Kevin,Yes! That's what I'm talking about.
15346,Andy,That is not okay dude.
15347,Michael,"Alright, in my defense..."
15348,Pam,"Yes! Thank you, welcome to my personal hell!"
15349,Oscar,You have no sense of boundaries Michael.
15350,Michael,"Shut up Oscar. Hey, alright, you know what, clearly I'm outnumbered here, but can I just say one thing, please? What is so wrong about me? I'm caring, I'm generous, I'm sensual. Is it really so horrible that I could possibly go out and find happiness."
15351,Oscar,"Maybe you're right, who are we to..."
15352,Pam,"Shut up Oscar. What is wrong with all of you, he is sleeping with my mother!"
15353,Dwight,I don't think there's a whole lot of sleeping going on.
15354,Michael,Let's get back to the matter at hand.
15355,Pam,"Whatever, you know, sleep with my mom, sleep with everybody's mom..."
15356,Michael,"No, no, no... no, no..."
15357,Ryan,"Whoa, that's my mother you're talking about..."
15358,Michael,"I don't like the tone here... this is a place of business, you are to listen to others, you are to give others respect, and you are to keep your personal issues out of it."
15359,Pam,"Uhh, huh, ho... oooh my God, you are ridiculous!"
15360,Michael,"Do not talk to me that way! I am your boss and I may someday be your father, so get out."
15361,Pam,"You are never going to be my father, you get out!"
15362,Michael,"I hope that you are willing to die in this office, because I am..."
15363,Angela," Pam, how's your day going?"
15364,Oscar,"Pam, just for the record, I think you're overreacting a little bit, your mom's old enough to make her own decisions."
15365,Pam,"Oh, well, thanks Oscar. I was just wondering how would you feel if Michael was sleeping with your mom?"
15366,Oscar,My mother's in a wheelchair.
15367,Pam,"Well, he could still... I'm sorry about that... Oh could I just get you to sign this second page."
15368,Ryan,"Ahh, I don't think so, no..."
15369,Ryan,I'd rather not say.
15370,Ryan, ...it should go with the persona you already have.
15371,Dwight,Where did you get that mallard?
15372,Dwight,"Okay, I gave that to him that as a gift, I'm taking that back."
15373,Dwight, I'll give you five bucks for it.
15374,Ryan,"This reminds me, you owe me three bucks for gas."
15375,Michael," Hey Toby, could I talk to you for a minute?"
15376,Michael,"Um, I just wanted to apologize for taking that tone with you earlier that was... uncalled for, I'm sorry."
15377,Michael,Can I sit down for a second?
15378,Michael,"This is gonna sound weird, but I think I may be the victim of a hostile work environment with this whole Pam situation."
15379,Michael,She brought it into the work place so I feel like it has to be dealt with here.
15380,Michael,Really? Would you do that?
15381,Michael," You're a good, good guy."
15382,Pam," What's the matter, you can't fight your own battles?"
15383,Pam," Oh, would that make you feel better?"
15384,Michael,I don't... um... I can't hear your conversation.
15385,Pam,You can tell Michael that I'm not leaving.
15386,Michael,"Yeah, yeah, yeah-okay... you're a jackass.  Hey, hey, you know what? You're just as stubborn as your mother, when you don't wanna do something you just don't do it."
15387,Pam,"Michael, you're just her rebound!"
15388,Michael,"You were right Jim, shoulda listened to you, should never have told her."
15389,Jim,"Barely, I... I don't have all the facts. Frank and Bean..."
15390,Michael," Okay, do you want me to stop seeing your mom? Is that how we're gonna get past this? Cause, I will."
15391,Michael,"Well, that is not gonna happen!"
15392,Pam,Then why'd you even offer!?
15393,Michael,Because I assumed that you want me to be happy because I want you to be happy.
15394,Pam,"Michael, let me make this very easy for you, I could give a sh about your happiness! Stop dating my mother!"
15395,Michael,You know what? I'm gonna start dating her even harder.
15396,Pam,What's that supposed to mean?
15397,Michael,You know what it means.
15398,Michael,"I don't need to be friends with Pam. I have plenty of female friends. My mom, Pam's mom, my aunt... although she just blocked me on IM, what's her face from Quiznos, I see her four times a week."
15399,Jim," Dwight, you brought the mallard back."
15400,Dwight,"Well, I had to, I mean... Kelly was not even..."
15401,Dwight,Mallard. I put it in your office in order to surveil you. I was jealous that you got the promotion over me.
15402,Jim,"Okay, just to be clear, you're terrible at this and you are not equipped for espionage..."
15403,Dwight,"Oh, I'm equipped... I can..."
15404,Jim,"I won't. But, you will wash and buff our car."
15405,Dwight,"Punishment fits the crime, I accept. "
15406,Michael," Night everyone. Night Pam, thanks again for the rum."
15407,Jim," Hey Pam, can I see you for a second? So, Dwight heard you were having a really rough day. So he generously offered to wash our car."
15408,Pam," Awww, he did that for me?"
15409,Jim,"Yes, he did. You know what was nice, nights swimming in Bayou bay."
15410,Jim, Remember that older couple whose kids were also named Jim and Pam?
15411,Pam,"Haha, yeah. Say more nice things."
15412,Jim,"Well, we went on a Segway tour and we're awesome at it and Frank and Beans!"
15413,Pam,But I don't think I am.
15414,Jim,"You're not, nope. Nope."
15415,Kevin, Oh... where'd you get that hat?
15416,Ryan,I'd rather not say.
15417,Dwight,"  ""We have our high quality 28 pound bond, our heavier 38 pound bond, or our...""  I've got eight hours of this. Of course I wanted Jim to find the mallard, make him feel safe. Did you really think I would put my primary listening device in a wooden mallard? I'm not insane.  ""...65 pound cover stock, which is the heaviest paper that will still feed smoothly through your desktop printer."""
15418,Michael,Welcome children of the Scranton Industrial Park Community.
15419,Michael,Join your gangsta pumpkin on his palette truck of doom. Don't worry about a thing. Rest assured you will see me later. Bwah ha ha...  ... ha ha ha.
15420,Jim,"We are doing a haunted house this Halloween. Which is actually kinda spooky because, as legend has it, on this very site there used to be a productive paper company."
15421,Michael,I am going to scare these kids so bad.
15422,Darryl,"This is the spookiest warehouse in the world, kids. You don't believe me? Just take a look.  Oh. Scary, huh? This is a surgery with an octopus and a burn victim."
15423,Darryl,"Nobody told me what people were, alright? So... label yourselves or take what you get."
15424,Ryan,That's really not the trend in vampires right now.
15425,Darryl,Here is an old man and a goth dude... and then the old crone from Drag Me to Hell.
15426,Darryl,I asked for a list.  ...and a clown.
15427,Darryl,"You're not as scary as Book Face, over there."
15428,Jim,Yes. I am the popular social networking site known as Book Face.
15429,Darryl,"Ok, kids. You've all been so good and unbelievably patient so I think you are gonna get some candy!"
15430,Michael,"Kids, just remember, suicide is never the answer. Alright?"
15431,Michael,Why is Christmas the only holiday that can have a message?
15432,Michael,It is the easy way out. You are not alone.
15433,Darryl,What the hell is wrong with you?
15434,Michael,...and then I think I'm going to go to the Garlic Festival.
15435,Michael,Sounds like fun. You guys would love it.
15436,Jim,I bet we would.
15437,Michael,They have a TCBY booth.
15438,Michael,The same stuff you get downtown.
15439,Michael,Do you like TCBY?
15440,Michael,I can't believe it's- I can't believe it's yogurt. Uh... it'll be fun
15441,Erin,I confirmed with Raskin Design and they're expecting the both of you in an hour.
15442,Jim,"Oh. Actually, it's just gonna be me."
15443,Erin,They said the both of you.
15444,Jim,That is a mistake.
15445,Michael,You should give them a call. Check that out.
15446,Jim,"Alright. Let's clear this up.  Well, there's actually been a few changes in the company and Michael and I are actually at the same level. So, I can- no. Nope. Why would that be a problem?"
15447,Michael,"Jim's a good kid. He can handle a lot but sometimes you have to call in a master. I, uh... why would you date an amateur when you could date a professional?"
15448,Jim,Great. See ya' then.
15449,Jim,They said that they would feel more comfortable if you came along.
15450,Michael,"Why don't they just want you to go by yourself? Why do they want me to come, too? I don't understand."
15451,Jim,"I absolutely don't understand, either."
15452,Michael,"I don't want you to feel like I'm baby-sitting you, or something. Alright."
15453,Michael,Let me get your stroller.
15454,Jim,"Sure. Michael's a good teacher. A teacher is someone who stands right next to you your whole life and never lets you do anything. That's what a teacher is, right?"
15455,Michael,What are you gonna call him?
15456,Michael,No. What is his name?
15457,Michael,Mr. Bourchard. They're very formal.
15458,Jim,Yeah. I've spoken to them on the phone.
15459,Michael,"Yeah, well... this is not the phone. This is real life, baby, and you gotta own it. Is that what you are wearing?"
15460,Michael,...and that is the watch that you are going to wear? No. It is not. You should wear this watch. I will loan it to you. It is a Tankard. I highly recommend you wear that.
15461,Michael,They are into style.
15462,Michael,They are into appearance. We are selling success.
15463,Jim,He's trying to micro-co-manage me... or co-micro... manage... me.
15464,Pam,Here we are outside-
15465,Andy,Industrial P.! Makin' cold calls.
15466,Pam,The two people with the lowest sales in the quarter have to do them.
15467,Andy, Where are you? Dean Trophies. Suite 100. Sherman Blinds and Rugs. Suite 202.
15468,Pam,Here it is.  Suite 401.
15469,Andy,Yeah. I was gonna sing that part.
15470,Pam,I know. Now you don't have to.
15471,Andy,"Except it was going to resolve the melody, so now my head hurts. Feels like I held in a sneeze. Mmm! I hate this feeling.  Suite 401."
15472,Michael,Alright. Hi. Any messages?
15473,Michael,"Uh, well, Jim and I got caught in a little flash rain, flash wind, flash lightning."
15474,Michael,It was. It was. And then in an instant it wasn't.
15475,Angela,Why isn't Jim wet?
15476,Dwight,"Michael, can I get you something? A towel? Some cocoa?"
15477,Jim,I'll just leave that suit in your office then.
15478,Andy,We're kind of a dynamic duo. Or trio. 
15479,Pam," Oh. No, no.  We're not together. No, no, no. Definitely not. Definitely not. No. We just work together."
15480,Andy, Looks like somebody's got a case of the definitelies.
15481,Erin," Um, Michael? The custodian from Raskin Design is on the line. He said they found your keys in the Koi pond."
15482,Erin,"Michael, people are asking questions."
15483,Michael,"Ok. Put them on speaker. Hey guys, what's going on?"
15484,Michael,Uh... I can't really hear you. I think we have sort of a bad connection.
15485,Oscar,"Jim, did Michael fall into a Koi pond?"
15486,Jim,Mmm... it's like Michael said. It was some- something else.
15487,Michael,It was- Ok. This is what it was. It was these bunch of idiots who had put a fish tank in the ground with no cover and no railing.
15488,Angela,So you fell in?
15489,Michael,No. Maybe I was trying to save a child that had fallen in.
15490,Angela,So a child had fallen in?
15491,Michael,"No it is- don't! I'm not gonna bump. I'm not gonna bump. And it was not hilarious. It was very, very terrifying. "
15492,Jim,"Truthfully, it wasn't the way he fell in. It was... how long it took him to get out."
15493,Pam,And we'd like to offer you 15% off your first purchase as our way of welcoming you to the area.
15494,Andy,"Oh, wow. You thought that- oh, my gosh. Oh. Definitely not."
15495,Andy,"Nuh. Actually, it's kinda not ok. Um, I date models. Face models. My girlfriend, on a scale of one to Giselle, uh... a nine."
15496,Pam,"Anyway, we also have a special on envelopes."
15497,Andy,"Pam's carrying our surrogate. Because my girlfriend needed to keep her figure for fashion week. So, we, uh, we put our baby in Pam. Doesn't matter what Pam looks like."
15498,Pam,You were way meaner to me than I was to you.
15499,Andy,No I wasn't. Ok. The very idea of us together made you burst out laughing like you just bit into an Adam Sandler and jelly sandwich.
15500,Pam,"You blew the sale, you idiot."
15501,Andy,Let me tell you something. I was never gonna make that sale.
15502,Michael,"Erin, do we have any of those clips that hold paper together?"
15503,Erin,"Staples?  Uh, David Wallace called."
15504,Michael,Oh. He did? What did he say?
15505,Erin,"He heard you made a big splash at the meeting. Oh, my God. That was so mean what I just said and I didn't mean it. It was Kevin and Meredith put me up to it."
15506,Kevin, I'm gonna kill you.
15507,Dwight,A carp is both a fish and a term for complaing. They're mocking you with wordplay.
15508,Michael,"I can name Pixar movies, too. Toy Story."
15509,Oscar,Don't you mean 'Koi Story'?
15510,Dwight,"Michael, flounder is both a kind of fish and -"
15511,Michael,I know what a flounder is.
15512,Michael,I'm not usually the butt of the joke. I'm usually the face of the joke. I wish Jim had fallen into that pond and he'd have to put on my suit and it'd be too short and he'd look... Damn it! He'd still look good.
15513,Michael,The most fundamental thing about sensitivity training is that you cannot make fun of a person for something or some action that they have done that they regret. Show of hands- who has been 'Koi-ponded'? Who here's been the butt of a joke that has gone too far? Phyllis?
15514,Kevin,Yeah. Every single day.
15515,Michael,You never said anything.
15516,Michael,"Well, it is hard to tell the difference between you guys saying, 'Stop because I want you to stop' or STOP as in 'Stop. You're making me laugh so hard. What you're doing is so funny. You are on a roll. I am busting a gut. Stop!'"
15517,Angela,That's never the case.
15518,Michael,"We are going to make a 'Do Not Mock' list. Ok? Anything that we think might be out of bounds, we put on this list. Anything you put on this list you cannot be teased about. Got it? I'm gonna kick it off. Let's see what I have to put on the list, right?  Ok. I also have fallen into the fountain at the Steamtown Mall. Ok. Who else? Who else? Dwight, come on."
15519,Dwight,I don't want people making fun of my nose.
15520,Oscar,Oh my. That is small.
15521,Dwight,"Just, write it down, please."
15522,Oscar,Can you breathe okay?
15523,Dwight,"Hey! It's on the list, everybody."
15524,Michael,No. I haven't finished writing. Did you sneeze it off? That's it. No more. Ok. Who else? Who else? Everybody's getting their chance.
15525,Kevin,I don't want people making fun of my weight.
15526,Michael,Ok. That's to broad. It's gotta be something else. How 'bout your stomach? Yeah?  Meredith?
15527,Michael,Ok. Fine. Come on up here. Write it yourself. And don't sign your name to it. And nobody look. Everybody look away. Look away.
15528,Andy,That is our sales pitch and we are stickin' to it.
15529,Andy,Yeah. You know. Two peas in a pod. We complete each other. What can I say? She loves to cook-
15530,Pam,He loves to eat.
15531,Andy,I love to dance-
15532,Pam,I love to watch him dance.
15533,Andy,Right. Sometimes I'll just dance for hours in the living room-
15534,Pam,And I'll just watch him.
15535,Andy,Yeah. We are thrilled.
15536,Andy,"In fact, we spent the whole weekend researching various birthing coaches. Wasn't that fun, honey?"
15537,Andy,Yeah. On Clearview Avenue.
15538,Angela,"This sounds ridiculous, I know, but some people say that I eat like a squirrel."
15539,Erin,"Um, Michael? The custodian called again. Apparently a Koi has died. "
15540,Erin,They want you to pay for it.
15541,Michael,It could've died of natural causes. So...
15542,Erin,"Well, they said you stepped on it's head. He did not suffer."
15543,Oscar,When is the funeral?
15544,Michael,"Do not mock, Oscar. Do not mock. How much do they want?"
15545,Michael,What? No. I could get a fish for a 5 cent worm.
15546,Jim,"Ok. Great meeting, everybody. That's it."
15547,Michael,No. We are not done here. This-
15548,Andy,"One of the baby books suggets the best birthing posture is on all fours, like an animal. I just wish I had a special telephone so I could find out exactly wht the little soy bean wants. Right? Hey, little soy bean. What do you want? Right. How do- It- I felt it kick!"
15549,Andy,"Oh, my gosh. Like a little magical foot just high-fived me."
15550,Pam,"Yeah, well, that'll happen."
15551,Andy,"Oh, my gosh. It's like he's trying to say, 'I love you, too, Daddy'. I love you, too. "
15552,Pam,Sometimes we're so excited we forget where we are. Like at a business meeting.
15553,Andy,"Message received, little soy bean."
15554,Jim,"I think you just gotta ride this one out, man."
15555,Michael,"No, Jim. You don't understand. Things like this don't just die. Kids in high school still call me 'Ponytail'."
15556,Michael,"Yes, they do, Jim. Because of the time I got my ponytail stuck in the power trail."
15557,Jim,Maybe if you make fun of yourself it'll all go away.
15558,Michael,I want to make fun of you right now.
15559,Jim,"Really? Do it. I am a big, stupid goofball."
15560,Michael,No. Don't do that. You're not. You're not stupid.
15561,Michael,"Hey. I- I just wanna say that I cannot believe that I walked into a Koi pond. I mean, seriously. Walk much?  Oh. I should wear a snorkel to the next business meeting that I go to."
15562,Michael,"Well, you know what? You're right, Phyllis, but I've been there before. I've seen that pond. This is the thing, I am a world class moron. That's the problem."
15563,Dwight,"Michael, please. Stop it now. You're embarrassing yourself."
15564,Michael,"It's ok. We're having fun. It's not actually the first time I've been embarrassed by a pond. In high school, the girls volleyball team always used to hrow me into the frozen lake. Four years in a row. Oh... it was freezing.  No. No. No. Oh, this is even worse.  Couple weeks ago I went to get a new cellphone and I wanted on of those packages where you have, you know, the friends- the five- the friends and family thing and the guys was like, 'Who are your 5 friends?' and I'm, like, 'Uh... ' I didn't even know I couldn't even think.  Oh, my God. It was so embarrassing. That was- oh. I don't even have Jan's cell phone number and I hate her! She won't give it to me. I was like, 'Oh, I guess I'm a loser. 'A luh-whooooo a za her'. Too far! God! Thanks a lot, man. Thanks for the advice."
15565,Kevin,I'm not mocking. I was just making an observation about a nut.
15566,Michael,Hey. Who wants to watch Michael's pond dive? My roommate's friend is the night janitor over there. He swiped the security tape for me and he's bringing it over.
15567,Jim,"Mm... I'm, know what? Maybe we should go easy on Michael, guys. You know, you watch that tape and you're gonna have to stay late for more sensitity training, so..."
15568,Andy,"Well, that went pretty well."
15569,Andy,"We got a maybe. It was our first maybe. Going by the Nard Dog curve, I'd say we nailed it."
15570,Pam,"If I'm being completely honest, I could've done without the belly kiss."
15571,Andy,You know what? I'm sorry. 'Cause in that moment I knew I was kissing your belly too much.
15572,Pam,Yeah. Way too much.
15573,Pam,"I mean, what the hell was that?"
15574,Andy,What the heck was that?
15575,Andy,"Agh- try almost cried, ok? I just got caught up in the fantasy."
15576,Pam,You're fantsy involves comparison shopping birthing classes?
15577,Andy,"No. I know I'm gonna go with Miss Janet. I just- I don't know. It was fun to role play, right?"
15578,Andy,"I mean, it was fun for me. Having a wife and a little baby. Agh, I'm so sick of being single."
15579,Pam,"Well, are you dating anyone?"
15580,Andy,What do you think of Erin? I mean- she's- I- She's kinda cool.
15581,Andy,You think I can do better?
15582,Andy,Gotta get my goin' out on.
15583,Jim,"Whoa, whoa, whoa. Ok. Yeah. We're not watchin' this."
15584,Oscar,How can we not watch this?
15585,Jim,What happened to 'Do Not Mock'?
15586,Jim,That will inevitably lead to mocking. So...
15587,Michael,Is this the tape of me falling?
15588,Oscar,It starts on it's own. Let it -
15589,Kevin,No! Use QuickTime. Trust me. I've done this.
15590,Jim,Guys. Michael can't handle this and as your boss I'm saying we're not watching it.
15591,Michael,No. It's ok. Watch it. He can't fire all of you.
15592,Jim,What are you doing?
15593,Michael,It's alright. I can handle it.
15594,Michael,"I am a grown-up, Jim."
15595,Kevin,Here they come.  Boom!
15596,Oscar,Oh. Did - did you see that?
15597,Angela,Why'd you stop it?
15598,Jim,"Oscar, yes. You're right to stop it. Thank you. Eject it."
15599,Oscar,"Jim, you let Michael fall in."
15600,Dwight,Play it again.  He purposefully leaned away and let you fall in.
15601,Jim,Oh... man. I thinke when I started to see you go in I think I just froze.
15602,Michael,I don't think you froze.
15603,Jim,It's a killer new dance move.  Do you wanna talk in your office?
15604,Jim,I didn't ask you.  Would you like to talk? 
15605,Dwight,"Jim is my enemy. But it turns out that Jim is also his own worst enemy. And the enemy of my enemy is my friend. So, Jim is actually my friend. But... because he is his own worst enemy, the enemy of my friend is my enemy. So, actually Jim is my enemy. But-"
15606,Jim,"I should've grabbed you. I'm sorry. Look, I thought I could've done today's sales call alone. I mean, I may never be as good a salesman as you are, but I at least need the chance to do the job."
15607,Michael,Jim is jealous of me? Jim is jealous of me.
15608,Oscar,"Jim, I think I'm in your way. "
15609,Michael,"No. He's a- yeah, he's alright. Ok. "
15610,Michael,You're welcome. Whoa!  Almost fell. 
15611,Pam,"Hey, Erin. Do you mind faxing this for me?"
15612,Erin,"Oh, sure. Oh, wait. Hand them to me upside down so I don't accidentally read them."
15613,Erin,"How did today go, by the way? Did you make any sales?"
15614,Pam,"No. It was a total waste of time. Um... it was fun, though, because I got to spend the day with Andy Bernard. He's really cool."
15615,Erin,"He's, like, the coolest person I've ever met."
15616,Pam,That's... right. He's like Marlon Brando.
15617,Erin,Oh. Do you mean Marlon Wayans? 'Cause he is.
15618,Pam,I actually do mean Marlon Wayan. Yeah.
15619,Dwight,Good morning everybody. Who would like an authentic New York bagel? Hmmm? Stanley?
15620,Dwight,"No, no, no, no. I got a pumpernickel just for you."
15621,Andy,Wow. H & H. You went all the way to New York City to get us bagels?
15622,Dwight,"Oh, why? Is there a place closer that sells them?"
15623,Dwight,"Oh, don't mention it. You owe me one. You all owe me one."
15624,Michael,No. I had a fish stick sandwich. Actually I had two fish stick sandwiches. My girlfriend didn't want hers. Because I guess I'm the only aphrodisiac she needs.
15625,Dwight,Fish sticks are not an aphrodisiac.
15626,Dwight,You're thinking of deer pen1s.
15627,Dwight,Regardless. That was over two hours ago and it is now a scientific fact that you are hungry.  Bagel?
15628,Michael,I don't mind if I do.
15629,Dwight,K. I brought cheese too.
15630,Michael,I'm taking one for my lady friend.
15631,Michael,Brain food. Thank you very much.
15632,Dwight,Okay.  You owe me.
15633,Dwight,Can't a guy just buy some bagels for his friends so they'll owe him a favor which he can use to get someone fired who stole a co-manager position from him anymore? Geez. When did everyone get so cynical?
15634,Dwight,"Pam, would you care for a bagel?"
15635,Pam,"Oh, no thank you."
15636,Dwight,"That's right. You're a woman and you need to refuse food the first time. I'll try again. Please Pam, reconsider and have a bagel."
15637,Pam,I have an early lunch.
15638,Pam,"Michael's been trying to get Jim and me to hang out ever since he started dating my mom. I don't know. I really hoped this thing would just die out, but today he's planning a birthday lunch for my mom and we have to go. No way out. No way out."
15639,Erin,These are amazing. You took all these?
15640,Ryan,I've always found beauty in uncommon places. Homeless people. Graffiti. Photography lets me capture all that. Have you ever been photographed before?
15641,Erin,Oh just by like friends.
15642,Ryan,Well here's what I've been doing around here. It's for a series on exposure in the workplace.
15643,Pam,Hey!  Hey. Happy birthday.
15644,Michael, My girls. There they are. 
15645,Michael,"Birthday lunch. Birthday lunch-- there is no better medicine than birthday lunch. It'll cure all of your ""Gee I don't know if Michael should be dating my mother"" and fixes all occurrences of ""I don't really see them together"". So, open wide Pam and take a big old spoonful of birthday lunch medicine. Take with food."
15646,Angela,"Pam, aren't you going to introduce us to Michael's girlfriend?"
15647,Pam,I think you guys all remember my mom from the wedding.
15648,Michael,I think everyone has meet Helene. Shall we?
15649,Michael,"No, that wouldn't be--"
15650,Michael,Yeah. The rest of the story has been censored due to-- inappropriosity.
15651,Michael,"Please, Kevin. You're fired.  Sorry, sorry. Work with a bunch of idiots. Shall we go?"
15652,Erin,"Oh, wait. Um-- Swartz Lumber is on the phone for you Pam and they say it's urgent."
15653,Pam,"Oh, you guys. Just one second.  Oh my gosh! Are you serious? Shipping emergency. I don't think I can go to lunch."
15654,Jim,"Oh man, that's crazy. Right as we were on our way out too."
15655,Pam,I know. Isn't that always how it goes?
15656,Jim,Rarely. If ever. Let me give it a whirl. I'll talk to them.
15657,Pam,I want to handle it.
15658,Pam,I feel like its--
15659,Jim,It's my pleasure.  Hello? Well that's great.  Turns out the paper was there all along.
15660,Jim,Pam's sales are fine actually.
15661,Michael,"Just want you to succeed Pammy. You know what, we shouldn't even be talking about business today."
15662,Michael,Today is about family.
15663,Pam,Why did I get in the car? I could of struggled. I have a whistle in my purse I didn't even blow it.
15664,Andy,"Oh, Dwight. I have a little surprise for you."
15665,Dwight,Let me guess-- you ate the bagel I gave you and loved it.
15666,Andy,"Yes!  And I wanted to return the favor. I was polishing my loafers and I happened to look over and noticed that your brief case was a little worse for the wear, so a little elbow grease and she's polished right up, back up to her former glory."
15667,Andy,Feel it against your cheek.
15668,Andy,You give me a gift-- Bam! Thank you note. You invite me somewhere-- Pow! RSVP. You do me a favor-- Wham! Favor returned. Do not test my politeness.
15669,Dwight,Let me get that door for you-- 
15670,Andy,Thank you very much. Now I've got it for you. 
15671,Dwight,"Oh... goodness... thanks. You know, here's a healthy fitness tip. If you clench your buttocks together while walking you can really take the pressure off your knees."
15672,Dwight,"Yeah, feel free to use that. Anytime. Okay."
15673,Andy,"Hey-- oh, hold on a second. Do not walk around with your jacket cattywampus."
15674,Dwight, And that needs to be straight as an arrow.
15675,Andy,Whoa-- thank you very much.  Oh boy.
15676,Dwight,Thank you very much for that.
15677,Andy, You are very welcome.
15678,Dwight, Have a seat. Allow me.
15679,Andy, Have a seat yourself.
15680,Dwight,You know what? I am going to preemptively change the batteries in your wireless mouse.
15681,Andy,You didn't have to do that.
15682,Dwight,Andy is complicating things. But I'm not worried. This will only up my game.
15683,Michael,Hello. Scott. Table for four.
15684,Pam,"I use to love coming here. The chicken parm is good. Big part of my childhood. Oh, maybe Michael will start dating that too."
15685,Michael,What table should we take? So many to choose from.
15686,Michael,"What? All I see are boring old tables with no birthday decorations. Oh, wait a second! You mean this one? Wow!"
15687,Pam,"Michael, you did all this?"
15688,Michael,Not about taking credit. Let's just say we all did it.
15689,Michael,"Well, it was actually me alone, so-- wow look at this place. Really makes me want to go to Italy some day."
15690,Michael,Oh. Thank you. Thanks for lending me the books.
15691,Pam,"So, mom... which birthday are we celebrating this year?"
15692,Pam,49 again? That's nine years in a row. This is now our longest family tradition.
15693,Jim,"Oh, burn. Burn on you... and a little bit on me, too. "
15694,Michael,You're 54 years old.
15695,Michael,You're 58 years old?
15696,Michael,The only time you should care about a woman's age is if she is too young for you and I am not robbing the cradle. If anything I am robbing the grave.
15697,Pam,"Mom, have you decided what you want to be called?"
15698,Pam,I want you to be Grandma.
15699,Michael,"Hey, would you guys ever do a triathlon, do you think?"
15700,Michael,"I am. I'm definitely going to do it. I've already got the run and the bike thing down. Just need to learn how to swim. Come on, you in?"
15701,Michael,"So it's a matter of interest. Good, okay. It's not anything you would have ever done."
15702,Michael,Well there's no jumping in a triathlon.
15703,Michael,You're thinking of the broad jump. Would you try-- bungee jumping?
15704,Michael, Nothing. Just life-- and doing things-- before you die. I don't know.
15705,Michael,Do I really want to go snowboarding? No. But I would like to if I wanted to.
15706,Dwight,What's going on in here?
15707,Andy,"Yep, yep. Took a page right out of the old Schrute book of niceness."
15708,Dwight,There is no book. There's only a survival guide.
15709,Andy,"You bought breakfast for everyone, so I got lunch for everyone."
15710,Dwight,"Okay, well, allow me. You know what-- gosh these tacos are awfully complicated to make. I will make everyone's tacos! Gra-ga-ga-ga-ga!"
15711,Michael,So we should get the check?
15712,Pam,What about your gift Michael?
15713,Michael,"Oh, no, no, no. No. It's stupid. You'd hate it. I hate it."
15714,Pam,He locked himself in his office all morning working on it.
15715,Michael,I literally-- I put no thought into the wrapping at all. Might as well of been toilet paper.
15716,Michael,That's just an arbitrary title.
15717,Jim,Penny for your thoughts.
15718,Michael,"It's not amazing... at all. It's sort of weird that I went and did that. And now your wish won't come true, so that blows."
15719,Michael,Oh that I plagiarized I think.
15720,Pam,That's really nice Michael.
15721,Michael,"Well, that's because you and I have very different tastes and you like lame things. It's a generational-- sort of gap between us."
15722,Jim,You set the bar so high.
15723,Michael,That was a bunt.
15724,Andy,"Whoa, whoa Dwight. I'm going to do this."
15725,Dwight,"Hey, hey, hey-- relax I got it covered."
15726,Dwight,"No, no, no, no, no, no, I insist. "
15727,Andy,"Ok, Dwight this is ridiculous."
15728,Dwight,Don't worry about it. You can just owe me.
15729,Pam,Hey. Where'd you go?
15730,Michael,"Oh, just went to the bathroom."
15731,Pam,And then you stopped at the bar on the way back?
15732,Pam,"Okay, weirdo. Come on. It's time for cake."
15733,Michael,"Honestly, for a long time I thought I was going to grow old with Holly. And then I met Helene. And she is great and she already knows and has done everything that I have ever wanted to do and can tell me about it. But, I think I want to do those things myself."
15734,Michael,"Finish your cake, Helene."
15735,Michael,"I want you to enjoy that cake because I have something terrible I need to tell you. I want you to enjoy your cake before I tell you this terrible, terrible thing."
15736,Michael,"Helene I think you're a wonderful person and I-- God-- I've enjoyed dating you and being your boyfriend so much. But I have to consider Pam's feelings as a friend and a co-worker I can not in good conscience continue to date you, when I know what this is doing to her."
15737,Pam,"Michael. Michael ,it's okay."
15738,Pam,"I know that it took me a little while to come around and its still a little weird to get used to, but you obviously make my mom very happy. And that makes me happy."
15739,Michael,Wow. That just-- you've really grown.
15740,Michael," Thank you Pam. And I hope you are as gracious during this next part. Helene, once again you are a wonderful person and you have lived a great life and I envy it. And I want it someday, but just in the future. You need somebody who-- who understands your references. Who is Kafkaesque? I've never-- I don't know him. There's another woman. And her name is Italy... and skydiving... and bungee jumping."
15741,Michael,"And I want kids. And you... unfortunately, have already completed that part of your journey down there."
15742,Michael,It's not my decision. It's mother nature. And mother has very strict rules about fer--  -- tility.
15743,Andy,Stupid things wedged up there. No one in this office will help me.
15744,Andy,What if Dwight dies and I still owe him something? That is a recipe for a ghost.
15745,Dwight,"Oh yeah, you're going to owe me big time."
15746,Andy,It's like a little envelope-- there you go.
15747,Dwight,Got it.  To Dwight. Wha--  Starbucks gift card.
15748,Andy,Surprise!  It's from everybody. $15 value.
15749,Dwight,Dammit. I am no closer to taking Jim down. What a waste of a day. I could of grown poisoned mushrooms that would have been this high by now.  They're mushrooms. They don't get that high.
15750,Michael,May I have a word with you in my office please?
15751,Michael,"Well, this is a work related matter."
