,speaker,line
8556,Michael,"I want a party that makes me feel like I am flying through the air without this... ugly weight holding me down, you know?... I want an antigravity machine. I saw it in a movie. You drink a potion, and then you just start floating all around."
8557,Pam,So how much antigravity potion do you want?
8558,Michael,"Phyllis, can you do this?"
8559,Pam,"Hi, can I help you?"
8560,Pam,Guess who just got into the Pratt School of Design.
8561,Jim,No way! What did I say? I said that they'd love those sketches. Congratulations!
8562,Pam,"Oh, thank you! I don't know why I doubted it, because I'm so clearly awesome!"
8563,Jim,Yes! So when do you start?
8564,Pam,"I don't know, I didn't read it carefully, I just saw ""congratulations"" and I skimmed the list, I saw my name, I came in here to tell you and get a snack."
8565,Pam,"So, you know it means I have to go to New York for three months..."
8566,Jim,"It's not a big deal. I'll come visit you. And you'll visit me. It's only two hours away. It'll be fine. That part's gonna suck, but it'll be great."
8567,Pam,"Yeah, it sucks, but it'll be great."
8568,Jim,See how easy that is?
8569,Pam,"I wouldn't go if things weren't so solid with Jim. And down the road, if we have a family, I couldn't go then either. So, the timing's perfect... And that is the first time I've ever used the word ""perfect"" in here!"
8570,Michael, Toby's replacement. Ugh. Wow.
8571,Dwight,So what do we know about her?
8572,Michael,"Well, we know that Toby thinks she'll be great. So, strike one, I hate her already."
8573,Dwight,I hate her too.
8574,Michael,Why do you hate her?
8575,Dwight,Because she... stinks... with her... ways... and her... head.
8576,Michael,"You know, Dwight, sometimes... I don't know, I think you say things just to agree with me."
8577,Dwight,Would that be such a bad thing?
8578,Michael,"Yeah! It would! Just have a thought. Have an original thought. Although, I will agree that her head is weird. You know what we need to do?"
8579,Michael,We need to sell her an elevator pass.
8580,Dwight,"But our, our elevator doesn't require a pa... "
8581,Michael,Exactly. A little old-fashioned hazing.
8582,Michael,"Oh, hey, do you still work here?"
8583,Michael,No. I think I will pass.
8584,Michael,"Hi. Yeah. Right. Okay, well, they hired a female Toby. Good for the world. Thank you, God, for creating two of you. Here's how things work here: my job is to make the office fun. Your job is to make the office lame. And we have an eternal struggle, you and I. And only one of us can be the winner. Spoiler alert: I'm gonna win."
8585,Michael,T-No. He tortured me... with his awfulness.
8586,Michael,"Thanks to Toby, I have a very strong prejudice against Human Resources. I believe that the department is a breeding ground for monsters. What I failed to consider though, is that not all monsters are bad. Like E.T. Is Holly our extraterrestrial? Maybe. Or maybe she's just an awesome woman from this planet."
8587,Dwight, Have you been introduced to Kevin?
8588,Dwight,"He's here on a special work program. He's slow, you know, in his brain."
8589,Dwight,Hazing is a fun way to show a new employee that she is not welcome or liked.
8590,Dwight,"Accounting department, listen up. Holly, Human Resources. Angela, Oscar, and Kevin. "
8591,Michael,"Here she is! Holly... You know, if we hung Holly from the ceiling, we'd have to kiss underneath of her. So-I know. Oh, sorry. Question, are you real, or are you a Hollygram?"
8592,Michael,I bet. Are these guys boring your ears off?
8593,Michael,"Oh... What, um, what is your commute like? How long does it take to get in?"
8594,Michael,"You know, I should make you a mix. Do you have a, uh, a CD player?"
8595,Pam,Do you like it? It's a photo of everyone in the office. So you can take it to Costa Rica.
8596,Pam,Well I was taking the picture.
8597,Pam,"Sure, do you have a camera here?"
8598,Jim," So I just got the fax closing the sale, and uh, it's big. It is really big."
8599,Jim,"No, I didn't. I just logged it in right here, so..."
8600,Jim,"All right, well it already went through, so..."
8601,Michael, Hmm... Jim?  I am downloading some N3P...
8602,Michael,For a CD mix tape...
8603,Michael,And I'm looking for perfect songs that work on two levels.
8604,Jim,What are the two levels?
8605,Michael,"The two levels being, uh, ""Welcome to Scranton""..."
8606,Michael,"And ""I... love you."""
8607,Jim,"Okay. Let's start with the ""I love you"" level."
8608,Michael,"Hey, what's the group that was from Scranton that made it big? Was that U2?"
8609,Jim,Yes. You don't love Holly.
8610,Michael,I think I do.
8611,Jim,But you just met her.
8612,Michael,"Well, it was love at first sight. Actually, it was-no, it was when I heard her voice. It was love at first see with my ears."
8613,Jim,"Oh, okay, it doesn't work like that."
8614,Michael,"Well, you're not a romantic."
8615,Jim,"Actually, I think I am. And I have a little bit of experience in office romance."
8616,Jim,We've been through this.
8617,Jim,"Yes, we are still dating. And guess what? I took it slow."
8618,Michael,"Yeah, you took it too slow."
8619,Jim,"Well, we're really happy."
8620,Michael,This thing with Holly feels a lot like love to me.
8621,Jim,"And that's really sweet. And you can think that. But you don't say that out loud, and you definitely don't say it to her."
8622,Michael,I don't want her to get away.
8623,Jim,"I know. Here, Michael, you can court her as you get to know her, you know? I mean, the office is a great place for that. Pam and I, we got to know each other right out there. I mean, the first time we joked around was at my desk. And the first meal we ever had was, in the break room, actually. We were at two separate tables and, I remember that. The first time we kissed even, was right outside, and... Look, all I'm saying is that you can get to know someone really really well, like I did, right here at work."
8624,Jim,I was thinking... fireworks for the party. What do you think?
8625,Jim,"Oh, no, no, no, no, no. I just meant I wanted to pay to have fireworks at the party."
8626,Jim,"Because I'm gonna miss Toby. Yep, he's a heck of a guy, and I think we should send him off right. It doesn't matter. Here ya go. "
8627,Jim,"Well we all want a good party, right?"
8628,Jim,I'm going to propose tonight. Holy crap!
8629,Jim," Hey, Ryan, it's Jim. Look man, I don't know what's gotten into you lately, but you know what? I really don't care, because you're trying to get rid of me. And I bet you don't think I care enough about this job to actually fight back, but you're wrong, because I do, and I will. So you can keep trying to push me out of this place, but guess what? I'm not going anywhere. "
8630,Michael,"Hello, Holly.  Woah, what are you doing? You don't, uh, you don't have to do that. I mean, we have already put-together chairs. That's how we buy them actually."
8631,Michael,"And the sequel, ""Woman Stands at Desk and Works."" So, I have no idea how you,  how you sit like that."
8632,Michael, Sit on floor and put together chair we will.  Yo-da. Um...
8633,Michael,"So are you in down this weekend? Cause, I'm not-I'm not... I'm not gonna be in town. I'm going out of town."
8634,Michael,"I talked to her-Holly. Just pleasantries, nothing, you know... not like, do you want kids or, religion, or what side of the bed do you want. Hey, I can take either side of the bed at this point."
8635,Jim,"Wow. Okay, so how'd that feel?"
8636,Michael,It was hard. I wanted to kiss her.
8637,Jim,"Oh, I'm so glad you didn't."
8638,Michael,"Whew, oh God.  Laying a base. Laying a base..."
8639,Jim,"There you go. There's plenty of base-laying left, right?... Hey. Hey!"
8640,Michael,"Oh, there he is. Thought you had gone home already. Why don't you go home, and come back for the party?"
8641,Michael,"I'll let you in on a little secret: I've been very much looking forward to this moment. Very, very much. I-I have been steeped in anticipation. Toby has been cruisin' for a bruisin' for twelve years, and I am now his cruise director, and my name is Captain Bruisin'."
8642,Michael,"Can I just say that, of all the idiots, in all the idiot villages, in all the idiot worlds, you stand alone, my friend."
8643,Michael,"Hey! Hi, good to see you."
8644,Michael,I'm just having a little exit interview.
8645,Michael,"Um, no, no, no. This is very boring stuff. Why don't you take a tour? Have you seen the baler?"
8646,Pam, Did you need me to take notes?
8647,Michael,"Um... Alright, well then, I will proceed.  I just have some questions that I was gonna ask. Um... Who do you think you are?"
8648,Michael,Yeah. Correct. Um... What gives-what-what gives you the right?
8649,Michael,Sure. You know what? That sounds good. I'll take a little look-see.
8650,Michael,Thank you.  What would you improve about Dunder Mifflin?
8651,Michael,"Well, no no no no no..."
8652,Michael,No no no no no. I'm not asking it. I'm just reading it out loud.
8653,Pam,"Toby, why don't you open your present?"
8654,Michael,"Oh, no no no, no, no. No, this-hey, hey, hey, hey, this might not be what I think... that I don't even know is in there, because there are a lot of presents in my car, and I don't know which is which..."
8655,Michael,What the hell is that?
8656,Michael,"That's... What do you mean, ""Michael""? That's not even my handwriting.  Hey! What the hell is going on here?! Who thought it would be hysterical to give Toby a rock for his going-away gift?!"
8657,Dwight,You made me wrap it. I thought it was over the line. I just- 
8658,Michael,"Okay, you know what that is? You know what that is? That is... a psyche. Psyche. So, that is not my real gift to Toby."
8659,Pam,So what is your gift?
8660,Michael,"My gift is forthcoming, Pam."
8661,Michael,I am going to give Toby...
8662,Michael,"...Yes, I am. That was it. How did you know that?"
8663,Michael,How did you know?
8664,Michael,Well... That's my watch.
8665,Pam,Is that the police?
8666,Michael, Oh my God. Ryan... Oh my God.
8667,Jim,Would you do me a favor and connect me to Ryan?
8668,Jim," Right to voicemail.  Hey, Ryan, it's Jim. You know what? Totally disregard that last voicemail, because you obviously have your hands tied. Good luck! "
8669,Michael, I'm just worried about my friend.
8670,Michael,"Just, I'm fine. I'm holding it together. I-I have a business to run."
8671,Michael,"Holly is sweet and simple, like a lady baker. I would not be surprised to find out that she had worked in a bakery before coming here. She has that kind of warmth. I'm pretty sure she's baked on a professional level."
8672,Michael,"No antigravity machine, huh?"
8673,Michael,Ferris wheel's pretty cool though.
8674,Pam,Wow. Look at our parking lot.
8675,Jim,"Yeah, who'd have thought? "
8676,Pam,"Is Jim gonna propose tonight? He is, isn't he? No, he's not... Is he?"
8677,Michael,That's what she... a lot of places are like that.
8678,Dwight,"Okay, here we go. Here we go.  Put it in. "
8679,Michael,Hey. What are you doing?
8680,Michael,What the hell is going on here?!
8681,Dwight,N-nothing you need to know the details of.
8682,Michael,"There is a raccoon in the car, Dwight!"
8683,Michael,Why did you do that?
8684,Dwight,It was playful hazing.
8685,Michael,"No. There is no such thing as playful hazing. Dwight, I want you to look at Holly right now. Everybody, I want you to look at Holly right now, and maybe if you look at her deeply enough, you will see what I see in her. And that is that we are all very lucky to have her here. Holly is the best thing that has happened to this company since World War II. Fifty years, she is the best.  Take care of that, all right?"
8686,Dwight,"Get it out. Come on, get it out. Get it out."
8687,Michael,"Did you see that! Did you see it? Did you see what... wow-wee! Uh, well, Jan didn't believe in showing affection, so... sometimes I don't know how to react when a girl touches me. Oh... I like it! "
8688,Michael," Alright! Let's hear it for Darryl and his band.  You know what? Let's also give a shout-out to Phyllis for this awesome party, huh?"
8689,Michael,"Probably the best one that we have ever had, right?  But the real reason that we are here, is to say goodbye to a guy who we will probably never ever see again. Now, a lot of you know that I am an accomplished songwriter."
8690,Michael,"I have done things like um, ""Beers in Heaven."""
8691,Michael,"Or, ""Total Eclipse of the Fart."""
8692,Jim,"Not my favorite, but..."
8693,Pam,I like that one.
8694,Jim,It's not my favorite...
8695,Pam,I like that one.
8696,Michael,"I love to sing them, but I am not going to be doing that today. I am going to be doing something I wrote specifically for Toby.  Do you know, um, ""Goodbye Stranger""? Supertramp?"
8697,Michael, It was early morning yesterday... I was up before the dawn... and I really have enjoyed my stay... Toby must be movin' on.
8698,Pam,"I'm gonna to miss Toby. He has a nice, calming presence in the office."
8699,Michael," Goodbye Toby, it's been nice. Hope you find your paradise..."
8700,Pam,"Don't tell him I said this, but I always thought he was kinda cute."
8701,Michael," Come tomorrow, feel no pain! Feel no pain! Toby! Toby! Tobee-yy! Toby's goin' away! See ya! He's outta here! See ya! He's outta here! Ohh! Goodbye Toby! Goodbye Toby! Goodbye Toby! Goodbye Tooo-by!"
8702,Michael,"Oh, okay. Yeah. Well, actu-too soon. It's uh, it's uh, very sexual.  Sorry. Kevin.  Kevin, where are you? You missed my song, buddy."
8703,Michael,Just pay for it and we'll reimburse you when you get back.
8704,Michael,Yeah. He's at the supermarket and he needs me.
8705,Michael,"Yeah, that's true. Don't move a muscle. I will be back momentarily, all right?  No, you can drink-you can finish your drink and then I'll-okay, I'll be back."
8706,Michael,"Wow, Kevin, really? We're-  Sorry. We're in the middle of a party.  Is this why you called me down here?"
8707,Michael,Wow. I can't believe it! Look at you!  Are you nauseous?
8708,Michael,"Do you-do you have cravings? You never touched my Propecea, or my Accutane, did you?"
8709,Michael,Good. Good. Thank God.
8710,Michael,"Wow, I am so happy. I am so deliriously happy..."
8711,Michael,"Because you're pregnant, and because it obviously happened when we were together. And, I am very..."
8712,Michael,You cheated on me... when I specifically asked you not to?
8713,Michael,"So it's mine, and it's not somebody else's, so... I know... the whole toilet seat thing is a myth, so..."
8714,Michael,When we were going out?
8715,Michael,W-I don't understand. You always used to be very cautious... I'd wear two condoms.
8716,Michael,You'd rather have somebody else's sperm than my sperm?
8717,Michael,I'm glad you told me.
8718,Michael,"Um, I'll... I have to think about it."
8719,Michael,"My whole life, I have known two things: I love s*x, and I want to have kids. And I always thought that those two things would go hand in hand, but now, I think it might be one or the other."
8720,Pam,"Oh look, they're starting. "
8721,Andy," Can I have your attention please?  I was waiting for the right time to do this, and I can't think of a better time than right now, with the music playing, and all our friends around, and fireworks going off... My parents are here! Andrew and Ellen Bernard. Thank you for sharing in this joyous moment. Miss Angela Martin, will you please join me onstage?  Okay, then I will come to you, my flower. "
8722,Andy,"Angela, will you do me the honor... of giving me your tiny hand in marriage? "
8723,Andy,"Into the mic, sweetie."
8724,Andy,She said yes!  And the crowd goes wild! Woo! 
8725,Andy,"I've been carrying that ring around in my wallet for six years. Because you don't know when you're gonna meet the right girl and the moment's gonna be right. And tonight, with the fireworks, and the music, and everything... it was right."
8726,Dwight,Well... it's my own fault.
8727,Jim,"I know. That's awesome, man. That's great."
8728,Andy,Mr. Andrew Bernard... it's got a nice ring to it.
8729,Pam,"Sure. Meredith, do you mind?"
8730,Pam,"I don't know, I just, I really thought Jim was gonna propose tonight..."
8731,Michael,"Well, I can see Andy proposing to Angela. I can also see him proposing to Oscar.  Oh..."
8732,Michael,"Oh, um, well, you know what? You should go to the Glider Diner. Ask Stanley about that. Practically lives there."
8733,Michael,Have a good night.
8734,Michael,Well this is it. I am here to see you off.
8735,Michael,You might take something.
8736,Michael," Hi, Jan, it's Michael. I just um, I just want to let you know that I am going to go to your Lamaze class tomorrow. Um, and if there's any details you need to fill me in on, like... what exactly Lamaze is, that would be great. And I... will see you tomorrow morning.  I am going to be... kind of a daddy."
8737,Michael,"All right, everybody. This is your last meal, so eat up. "
8738,Dwight,"From this point forward, you will not use the bathroom. We need to keep our starting weights high so we can lose more."
8739,Michael,"This summer, corporate is sponsoring a little weight loss contest between the branches. Whichever branch loses the most weight gets three extra vacation days."
8740,Dwight,"No, no, no. This is your last meal. There will be no leftovers."
8741,Dwight, There. Take those home to your wife.
8742,Dwight,"Hit the scales, everybody. Right on that black platform. This way. Step it up."
8743,Andy,"I'm excited to lose weight for the wedding, because I really want to have washboard abs the first time Angela sees me naked."
8744,Michael,"No, I will ex-squeeze you."
8745,Michael,OK everybody. Get used to this because we are going to be standing here briefly every Monday for the next seven Mondays.
8746,Dwight,Wait a minute. One more bite of eclair each. Hold it in your mouth if you can't swallow.
8747,Dwight,Wait a minute. Pam is on the scale.
8748,Michael,"Oh, Pamcake. No, no, no. We would love your extra poundage, but you are going to be leaving us next week, so vamoose. Vamoose, Pam. Dunder Mifflin family only."
8749,Pam,"Not almost, though, Holly. I mean, not -- not close to 200..."
8750,Pam,"Just, we'll just keep going."
8751,Andy,I'm totally gonna slaughter at the weigh-in today.
8752,Andy,Really? 'Cause I haven't eaten anything since noon on Friday.
8753,Jim,"Ah, they moved the shower."
8754,Michael,Did you see Holly's butt?
8755,Jim,"No, I didn't.  You know why?"
8756,Jim,"Because most of the time, friends don't talk about other friends' butts."
8757,Jim,But what have you learned about her?
8758,Michael,"I learned that she broke her left leg twice in one year. I learned that she's allergic to sesame seeds. I learned that she has read ""Lonesome Dove"" three times."
8759,Michael,And that her butt refuses to quit!
8760,Michael, You have to agree with me.  That's insane.
8761,Jim,I'll just go later.
8762,Michael,I thought you had to pee.
8763,Jim,So you have the directions.
8764,Jim,You have a toothbrush.
8765,Jim,You have a cell phone charger.
8766,Pam,"Tomorrow I start a three-month design program at the Pratt Institute in New York. I will be a little fish in the big apple.  What up, 212?"
8767,Dwight,Fax this for me.
8768,Jim,"Come on, man. She goes to New York in like 10 minutes."
8769,Dwight,"It's not gonna take her 10 minutes to fax it, Jim.  If I don't see you again, goodbye. Well, actually, I'll see you when you give me the fax confirmation, so never mind."
8770,Andy,"Ang. Ela.  Ella, ella, ella. Under my Angerela. Ella, ella, ella. Ay, ay--"
8771,Andy,"Hey, check it out.  This is The Breakers, Newport, Rhode Island. Huge, awesome gorgeous mansion overlooking the Atlantic. And my dad went to Cornell with the current groundskeeper."
8772,Andy,Every little boy fantasizes about his fairy-tale wedding.
8773,Andy,This is where my parents decided not to get divorced.
8774,Andy,"OK. How do you feel about Maine?  I'm on it. I'll see you later, love. "
8775,Dwight," Ahh. We done good in there, half pint."
8776,Michael," Hey, hey!  Pam, Pam! Hey!"
8777,Michael, I wrote you a goodbye poem. It's really long. I left it up in my office. Could you just please wait till I go get it?
8778,Pam,I should really get going.
8779,Michael,"No. OK. Um, the last word is ""seagulls."""
8780,Pam,I'm sure it was really lovely.
8781,Michael,I took a lot from other poems.
8782,Jim,Call me when you get in. 
8783,Jim,"Why haven't I proposed yet? Uh, actually Pam and I talked about it. And we just decided that, um -- well, we didn't want to spend first three months of our engagement apart. And Pam's always said she doesn't want a long engagement. Something in her past, I guess. I'm not really sure of the whole story, but something about a guy who used to work here..."
8784,Michael,"OK, no, no, no, no, no, no. Same places as last week."
8785,Michael,"Yes, it does. No, this is about weight displacement. We have to have the same weight distribution. Right here. Here we go. Let's move that up. Here we go."
8786,Jim,"I can't believe I'm saying this, but Michael is actually killing it with Holly. And I think I know why. It's because Holly is kind of a major dork."
8787,Michael," I'm MC Mike Scott, and I am hot. She's DJ Jazzy Flax, and she is the best. All those sucker branches can suck our fat!"
8788,Jim,"I don't really know Ronnie. But I have a feeling I will get to know her very well over the next few years, and eventually declare my love for her."
8789,Pam,I'm in the wrong class...
8790,Pam,"Oh, no. I just--"
8791,Michael,"Hi, Jan. Hello, baby. How are you? Good to see you. Who's your daddy? You don't know who your daddy is, do you? No, you don't.  Come on. Let's go in."
8792,Jim,"When Michael told us that Jan was pregnant, he led us to believe that he was the father. By telling us that he was the father."
8793,Andy,"Hey. So, since my little lady has such particular, impossible to perceive taste, I have made nonrefundable deposits at four totally different wedding locales: Hot-air balloons over Napa Valley, world-famous Walt Disney's Epcot Center, scuba-diving wedding in the Bahamas and the Wilkes-Barre Marriott Ballroom C."
8794,Dwight,Let's do this thing.
8795,Jim,"All right, I am connecting and ... you are not there. Did you install it right? How about this: Go to applications--"
8796,Pam, I can see you!
8797,Pam,This is so cool.
8798,Jim,"So what is going on, girl in the computer?"
8799,Pam,Lunch with a girl from my hall.
8800,Pam,Ceramics class. Then dinner by myself. I'm gonna watch HGTV and maybe go to Bungalow 8 with John Mayer.
8801,Dwight,"OK, can you turn the girl off please? I'm trying to get some work done."
8802,Michael,"No way. No way. Pam Beesley. Hello.  Hey, everybody look, Pam. Pam, say hi. Say hi to Pam. Don't we all look skinny? Oh, oh, almost dropped you!"
8803,Pam,Can you put me down I'm getting a little nauseous?
8804,Michael,"Pam, I'd like you to meet Ronnie. We call her Rice-a-Ronnie. She is hilarious. She is wonderful, a beam of light in this dark, dark office. Not really so much. All she does is plop herself down there and answer phones all day."
8805,Michael,"Oh, calm down, weirdo. It's just a joke. She's such a weirdo! You know what? My real beef with her, though, Pam? She can't find those little colored paper clips that I like so much. Will you help her find them, please?"
8806,Pam,They're on the supply shelf.
8807,Michael,Let's go. We are following Pam to the supply shelf. Let us go.
8808,Pam,"New York is so exciting. I love my classes. The city's awesome. Um, can you give me back to Jim now, please?"
8809,Michael,"OK, everybody, let's suck in our guts."
8810,Michael,Damn it. Come on.
8811,Michael,Here we go. Everybody on.
8812,Dwight,"All right, we're set."
8813,Michael,Cake? Who suggested cake? 
8814,Michael,"Are you kidding me? We only lost one pound, Phyllis."
8815,Michael,What is wrong with these people? They have no willpower. I went -- I once went 28 years without having s*x. And then again for seven years.
8816,Michael,Does anyone have any idea what the number one cause of death is in this country?
8817,Jim,That's not what that is.
8818,Michael,"Thank you. Holly is right. People, this is not just about winning some extra vacation days. This is about a very cool HR initiative that if we don't follow, we are all going to die of obesity. So how much are we gonna lose?"
8819,Jim,I would like to lose 65 pounds.
8820,Michael,"Yes, all right. Who else?  Can I put you down for 10 pounds?"
8821,Michael,"If you gain weight, you will die. I want you to live forever. I want us all to live forever. How? How are we going to do this?"
8822,Jim,Cryogenics. Beer me five.
8823,Michael,This is how we're gonna do it. Five pounds. I'm asking each of you to lose five pounds. That plus Jim's 65 will give us a very good chance at winning this thing.
8824,Jim,"All right, I'm taking off."
8825,Jim,"Nope, just going to see Pam."
8826,Jim,Maybe put up some shelves.
8827,Michael,Wait a second.  I don't want you to end up with a surprise pregnancy like me.
8828,Jim,"OK, thank you for ... this."
8829,Andy,I don't know if there's any one place that has all these things.
8830,Andy,Thousand-year-old church in the continental United States. There has to be a rainbow. 24-hour veterinarian on call.
8831,Andy,"Sweetheart.  Just so you know, I don't care where we get married. I'll marry you right here in this building. I'll marry you in the parking lot. I'll marry you in the eye of a hurricane in the middle of a snowstorm on top of a monsoon. All I care about is that we're gonna spend the rest of our lives together."
8832,Jim,"Oh, that's so rude of me. Have you seen, um, Pam's new art? It's right there. Check it out. "
8833,Michael, It's a pretty lame party.
8834,Jim, Some girl came into Pam's room crying about her roommate stealing her soy milk. So I'm in here waiting it out.
8835,Dwight,"Michael, we have a situation."
8836,Dwight,They should not be in that room.
8837,Michael,You know what we should do? We should have a party and not invite them.
8838,Michael,"Um, I think you'll have fun. Men from Scranton are handsome, and they know how to show a woman a good time."
8839,Dwight,Not that guy who murdered his mother. He was not so handsome. Also Kevin.
8840,Michael,You know what? We're pretty much done here today. Why don't you just take off early?
8841,Michael,"Oh, Holly doesn't need luck. Everyone that meets her instantly loves her."
8842,Dwight,Party's over. You are so busted!
8843,Michael,"OK, everybody. Phyllis, did I or did I not say fruit?"
8844,Michael,And what is that?
8845,Michael,"You know, we're gonna have to try a little harder if we are going to win this thing."
8846,Michael,"Ronnie was bleh. Things were at an all time sad here. But then I got an e-mail from Ryan, that he was coming back to town. And I called the temp agency and I told them I will pay you any amount, just give me Ryan Howard. Give him to me. I want him. I need him."
8847,Jim,Well that's great.  You're talking about your court ordered community service?
8848,Jim,"But he did, right?"
8849,Michael,"Hey, you know what? I can't do this by myself people! Kelly and I are the only ones who have either passed out or almost passed out. "
8850,Andy,"Damnit, I need these five days for my honeymoon! Who is slacking?"
8851,Andy,NO! I want names!
8852,Andy,This is the hardest thing I've ever had to do in my entire life. I haven't had a very hard life.
8853,Michael,Close the door. This is your fault.
8854,Michael,Your stupid friend zone.
8855,Michael,"I should have been lovers with her first and then friends. That was terrible advice. Terrible advice! You know my seduction method. I like to get in there and get my hands dirty! Wh--- You sabotaged me. You sabotaged me, man!"
8856,Dwight,Attention! Attention! We only have a few weeks left.  And most of you are just as fat as the day we began.
8857,Jim,"How much weight have you lost, Dwight?"
8858,Dwight,"I am hardly the problem, Jim."
8859,Jim,"No, you're definitely the problem."
8860,Dwight,"This is what I'm gonna do. I'm gonna randomly select three names and these three people will get liposuction. Uhhhhh Stanley, Phyllis, Kevin. And you will be responsible for your own medical bills."
8861,Dwight,Hello Phyllis. Do you have a minute? Listen. I'm really sorry... about what I said before. Ok? I was way out of line.
8862,Dwight,"But you know what, I want to make it up to you. There is a sure fire sale, but it's a two man job. Interested?"
8863,Dwight, Sixty - forty. Hm?  I'll drive.
8864,Jim,"Probably the weirdest thing about Pam being gone would be lunch... actually. But um, it will force me to become acquaintances with people I consider... coworkers."
8865,Pam,"Wow, was it the age difference?"
8866,Pam,"Hey! Jim! Um, listen, can I call you back in a little bit? I made friends!"
8867,Dwight,"And you burned over a thousand calories walking home. And this branch just got a little bit closer to winning the contest. Phyllis Vance, ladies and gentlemen! "
8868,Dwight,"Yeah, I took your purse. What are you worried about?  You look great. I can definitely see the difference."
8869,Michael, Ohhhh! Bang! Boom! Say Clump! Why hello everybody!
8870,Michael,"I say, I say, I say, I say down Holly! I'll take it from here. I am beautiful.  They are beautiful. He is beautiful. This big fat pig is beautiful."
8871,Michael,It's my sumo suit. I just didn't inflate it all the way. I am so glad that I bought instead of rented.
8872,Michael,Body image. We are here because there is something wrong with society.
8873,Jim,"See, you're always saying there's something wrong with society, but... maybe there's something wrong with you."
8874,Michael,"If it's me, then society made me that way. Now, I know a lot of you are probably asking yourself, ""Why are you dressed in a plus sized suit?"""
8875,Michael,How do you know Michael Clump?
8876,Michael,How dare you! Michael Clump is a celebration of fat people.
8877,Dwight,"No, no, no, it goes, it goes... look, ""I say, I say, I say, I'll sit on you!"""
8878,Michael,"No, no, no, NO, no! You know what? Fat people are not monsters! Why don't you guys have a little more sensitivity to the subject. Bang! Boom! Case in point! Look at the outside of this building. It is ugly. But you come inside... and it is beautiful. Just like this unappealing fat suit. Inside is a rather handsome, sexy, man."
8879,Michael,"Hey! Why don't you just sit down, please?"
8880,Dwight,"Eh, I've been sitting all day."
8881,Michael,We're doing this because of you. So why don't you just go stand somewhere else.  Hey. Hey. You shaved?
8882,Michael,"Dwight, I would like you to apologize to this beautiful, beautiful woman for forcing her to walk five miles, which for her is basically a death march."
8883,Dwight,She should thank me.
8884,Michael,"Ok Phyllis, thank Dwight first."
8885,Michael,"You're right, you're right. Just, Dwight, do it. Just say it ok."
8886,Dwight, I apologize for creating a ruse which forced you to exercise.
8887,Michael,"Finally. Right? Ok, Phyllis you must be exhausted from standing on those gams. Why don't you have a seat?  Let's all clap at Phyllis.  Ok!  When Michael Clump wants to remind you  that corporate... their idea, yes, was to urge you to lose weight, but more importantly what this whole thing is about, this contest is really about being healthy. And in order to be healthy, you have to eat, Kelly. Kelly.  Kelly, I want you to stand up on your chair. Come on, stand up on your chair. Stand up, stand up, stand up. Somebody help her. Here we go.  Ok, I want you to look at her. She's a beautiful Indian woman. Why? What makes her beautiful?"
8888,Michael,"Ok, be more specific."
8889,Michael,What about her looks?
8890,Michael,"Kelly, will you just agree to stop this mess and stop trying to kill yourself?"
8891,Michael,"I want you to know. Kelly, look at me! I want you to know that you are beautiful. You are truly, truly beautiful. Give me a hug.  Mmmmmm."
8892,Jim,Summers going great. Just spent two hours listening to Michael Clump. I have a weird pain in my left side that I'm convinced is an ulcer. My girlfriend lives in New York and I haven't seen her in 10 days. How's your summer?
8893,Michael,"Hey Ryan, look. Shaved off my goatee. I am goateeless. We are the goateeless brothers."
8894,Michael,"Oscar, enough with the girl talk please."
8895,Jim,"So as it turns out, tonight is my nephews T-ball game and I kinda missed the first three, so..."
8896,Pam,You've already disappointed him so much. He can't be expecting a lot from you.
8897,Jim,I know. I suck.
8898,Dwight,"I do not! I do not say ""Hi"" Pam!"
8899,Jim,"Now he is saying ""Hi"" louder."
8900,Pam,"I... listen, umm, we're still good for this weekend, right?"
8901,Pam,"No football games, recitals, karate tournaments."
8902,Jim,"Hey, can you go to IM?"
8903,Jim,Let's meet for lunch.
8904,Dwight,What are you writing about me?
8905,Dwight,I'm gonna write you both up for not working.
8906,Jim,I'm gonna write you up for not working.
8907,Dwight,"Ok, well played. Neither of us'll write the other up for not working."
8908,Michael,"Yeah, oh, hey. Did he call?"
8909,Michael,"No no, did, I heard you talking to Oscar about that guy. What, what happened? Did he call?"
8910,Michael,"I dunno. I always call everybody back right away. He'll call back though. Give him until the end of the day, he'll call. If he doesn't, he is loco."
8911,Michael,"Wait, do we have until the end of the day?"
8912,Andy,"Leave it to me, boss. I can get this whole office to make weight.  It's gonna be a little toasty in here. Good old fashioned sweat lodge."
8913,Andy,Andy Bernard does not lose contests. He wins them... or he quits them because they are unfair.
8914,Michael," Hey, is that healthy food?"
8915,Michael,"We're trying to win a contest here, Kelly. Please?"
8916,Jim,"Hey, Michael. I just scheduled lunch with a client so I might be back a little late."
8917,Michael,"Ok, that is fine. Just water, and be back by weigh-in, ok?"
8918,Andy,Your wish is my command.
8919,Andy,Yeah! I mean it's a great song. I always thought it was bigger than Christmas anyway. You know?
8920,Andy,And you know what? The guys already know it so it's easy breezy.
8921,Andy,I didn't tell you.
8922,Andy,"Here Comes Treble, class of '96 was available for our big day, so, I booked 'em."
8923,Andy,"And, they are collectively my best man. And they are crashing with us for three weeks, so... it totally works out."
